img_name,uuid,url
47,e5ab7ab976244816a42902697239c2b4,http://www.telegraph.co.uk/content/dam/technology/2017/06/13/TELEMMGLPICT000131011612-xlarge_trans_NvBQzQNjv4BqqVzuuqpFlyLIwiB6NTmJwZChZMTj6xnvDbhgK4jUH4M.jpeg
48,0128dbc5ed414680a58fe95bfb2daae5,https://static.pexels.com/photos/8208/pexels-photo.jpg
49,56f7c7b31c85438a864c057f7e5a8941,http://www.nyapplecountry.com/images/sobipro/entries/6/img_6.jpg
50,e390573f85f54d879e96a6064680fbbf,"https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/a/pp/appletv/witb/appletv-witb-tv-201703?wid\u003d316\u0026hei\u003d392\u0026fmt\u003djpeg\u0026qlt\u003d95\u0026op_sharpen\u003d0\u0026resMode\u003dbicub\u0026op_usm\u003d0.5,0.5,0,0\u0026iccEmbed\u003d0\u0026layer\u003dcomp\u0026.v\u003d1491243285467"
51,f93de1bbabe643eb9f60d1abd5dcd4d1,http://az616578.vo.msecnd.net/files/2016/07/22/6360482075782652491536349466_apple-7.jpg
53,0e476d29e5fe40d58b7532a8dedfc098,http://www.nyapplecountry.com/images/sobipro/entries/24/img_24.jpg
55,13fb314a65cd44bf8b34bc1d3b67befc,https://images.apple.com/apple-events/september-2016/video/poster_medium.jpg
56,372691bc91574c02a0808844652b9fed,https://support.apple.com/content/dam/edam/applecare/images/en_US/promo_icons/large-promo-icon-asc-2_2x.png
57,23a1424d4d9449f78538238b7db7b7df,http://jonvilma.com/images/apple-18.jpg
58,4d299f686b9646c987c5b432a2c96b83,http://onapples.com/uploads/varieties/n19fi37vc9w9.png
59,ef95aa63442d409f8fefc653cb0b8637,https://support.apple.com/content/dam/edam/applecare/images/en_US/homepage/homepage_productnav_apple-id_2x.png
60,30d77606b83941b585d69edda3ada76e,"https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/i/ph/iphone7/gallery3/iphone7-gallery3-201703?wid\u003d1068\u0026hei\u003d643\u0026fmt\u003djpeg\u0026qlt\u003d95\u0026op_sharpen\u003d0\u0026resMode\u003dbicub\u0026op_usm\u003d0.5,0.5,0,0\u0026iccEmbed\u003d0\u0026layer\u003dcomp\u0026.v\u003d1489424032224"
61,d1c662477b924574b5abc0ea087e0a72,https://cdn.pixabay.com/photo/2013/07/18/10/57/apple-163602_960_720.jpg
62,174920d495774fb29528665ea8eaa263,https://www.apple.com/apple-watch-edition/images/og-img.png?201706011405
63,6c4a1d97fb0a4c27b30cae536e83721b,http://www.telegraph.co.uk/content/dam/technology/2017/06/09/TELEMMGLPICT000130995844-xlarge_trans_NvBQzQNjv4BqP4pV-m6laGcMQMbuKYgJGfj2qukE9H700hF5QspDRNo.jpeg
64,9fe8cd902e054ec996bf9535483bb2b6,https://regmedia.co.uk/2017/04/26/pear-apple.jpg?x\u003d648\u0026y\u003d348\u0026crop\u003d1
65,8129059d244a40e5b527b664bcce4d43,http://www.applegazette.com/wp-content/uploads/2007/05/apple_logo_red_wo_background.jpg
66,5f05daab0dac47f3bed83ef68d690e23,https://cdn.macrumors.com/article-new/2016/01/macrumorslogo.jpg
67,6b61bc03a3a347aea11e1e03cf2c6861,https://static.independent.co.uk/s3fs-public/thumbnails/image/2016/02/04/16/appletimcook.jpg
68,4751e0b9cd55469390ff7ec41acfa8d8,https://pbs.twimg.com/profile_images/826558134906929157/NkPLMpA4.jpg
69,acf6c92e7cb6477fa0e223bfd4168089,https://support.apple.com/content/dam/edam/applecare/images/en_US/appletv/featured-content-apple-tv-icon_2x.png
